student_id,college_id,job_id,rank_position,match_score,predicted_relevance_score,skill_overlap_count,skill_gap_count,skill_gap_list,years_exposure_avg,jd_seniority_level,ai_trust_score,verified_skill_count,feature_importances_json,task16_explanation
S0031,C003,J006,3,0.54,0.486,2,3,"Docker,Java,Git",1.0,2,0.79,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0026,C003,J007,2,0.83,0.753,5,0,,4.0,5,0.92,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0022,C004,J020,2,0.86,0.752,5,1,SQL,3.0,5,0.77,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0075,C001,J019,3,0.64,0.595,3,1,Python,4.0,2,0.76,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0032,C002,J019,1,0.66,0.625,3,0,,3.7,4,0.77,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0084,C001,J019,4,0.6,0.524,2,0,,2.2,2,0.94,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0016,C005,J001,3,0.53,0.51,2,0,,3.0,2,0.93,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0060,C004,J018,3,0.92,0.812,5,0,,2.8,1,0.75,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0058,C001,J019,1,0.76,0.72,2,0,,3.4,4,0.92,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0087,C001,J007,4,0.7,0.664,4,1,SQL,3.0,5,0.78,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0036,C004,J015,2,0.63,0.568,5,1,Python,0.1,2,0.87,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0015,C001,J004,4,0.83,0.784,2,1,Git,1.5,1,0.73,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0017,C005,J017,2,0.53,0.438,3,3,"AWS,SQL,K8s",4.1,5,0.79,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0020,C003,J016,1,0.73,0.612,5,0,,3.0,4,0.85,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0002,C002,J002,2,0.56,0.55,5,3,"Python,Docker,Git",1.8,3,0.81,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0021,C004,J018,1,0.82,0.763,3,0,,4.2,4,0.85,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0019,C001,J019,1,0.55,0.496,5,0,,3.1,2,0.77,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0100,C001,J015,5,0.64,0.557,2,3,"AWS,SQL,React",1.7,3,0.83,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0028,C002,J005,1,0.5,0.408,5,0,,0.0,4,0.8,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0067,C001,J018,4,0.67,0.602,3,2,"AWS,Docker",3.4,4,0.88,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0100,C001,J017,3,0.67,0.643,5,0,,0.3,4,0.76,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0027,C004,J012,4,0.89,0.768,5,3,"React,SQL,K8s",3.2,5,0.91,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0058,C004,J019,3,0.7,0.585,5,0,,1.9,5,0.94,2,,Good match overall for this role based on profile.
S0017,C001,J013,3,0.94,0.875,2,3,"Python,React,SQL",2.1,1,0.9,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0076,C003,J015,2,0.63,0.53,3,1,Git,0.3,1,0.86,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0054,C004,J019,2,0.73,0.679,2,1,K8s,4.0,5,0.97,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0082,C004,J015,1,0.71,0.66,4,2,"SQL,AWS",1.8,5,0.8,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0037,C004,J003,1,0.86,0.752,3,0,,4.3,1,0.96,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0065,C004,J018,3,0.86,0.784,2,2,"Java,SQL",4.0,4,0.87,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0094,C002,J012,5,0.89,0.778,2,0,,2.5,1,0.74,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0014,C001,J001,1,0.72,0.686,2,0,,2.4,2,0.96,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0089,C002,J016,2,0.63,0.561,2,3,"Python,AWS,React",0.9,1,0.7,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0093,C002,J001,4,0.76,0.698,2,1,Git,0.2,5,0.89,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0060,C003,J009,4,0.84,0.751,4,3,"Python,AWS,Docker",1.4,4,0.76,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
