log_id,student_id,job_id,model_version,served_score,offline_score,skew,rank_position,clicked,applied,is_defect,defect_type,user_impact_score,college_tier,region
L007278,S0081,J024,v1.1,0.6568,0.5643,0.0924,1,0,0,0,none,0.925,2,rural
L007279,S0192,J027,v1.0,0.7118,0.7118,0.0,1,0,0,1,false_positive,0.0,1,semi_urban
L007280,S0208,J032,v1.2,0.7454,0.6512,0.0942,1,0,0,1,false_positive,0.942,1,urban
L007281,S0096,J020,v1.1,0.5909,0.483,0.1078,4,1,0,0,none,0.465,2,rural
L007309,S0235,J022,v1.2,0.5024,0.4692,0.0332,5,0,0,0,none,0.128,3,urban
L007310,S0209,J047,v1.2,0.4739,0.4106,0.0633,4,0,0,0,none,0.273,2,urban
L007311,S0191,J044,v1.1,0.2293,0.1466,0.0827,5,0,0,0,none,0.32,1,semi_urban
L007326,S0022,J046,v1.2,0.579,0.4509,0.1281,1,1,1,0,none,1.281,3,urban
L007328,S0162,J036,v1.2,0.2251,0.1266,0.0985,2,0,0,0,none,0.621,1,rural
L007329,S0018,J024,v1.2,0.4679,0.3515,0.1164,3,0,0,0,none,0.582,3,urban
L007332,S0027,J044,v1.1,0.339,0.2392,0.0998,5,0,0,0,none,0.386,1,semi_urban
L007346,S0238,J048,v1.2,0.6528,0.5673,0.0855,2,0,0,0,none,0.539,1,urban
L007351,S0201,J043,v1.2,0.4377,0.3778,0.0599,2,1,0,0,none,0.378,3,rural
L007371,S0104,J029,v1.2,0.6303,0.5542,0.0761,3,0,0,0,none,0.38,3,rural
L007373,S0150,J040,v1.1,0.7151,0.6648,0.0503,5,0,0,1,false_positive,0.195,3,urban
L007381,S0203,J046,v1.0,0.7488,0.7488,0.0,2,1,0,0,none,0.0,1,semi_urban
L007386,S0273,J033,v1.2,0.5457,0.4386,0.1071,4,0,0,0,none,0.461,2,semi_urban
L007408,S0032,J027,v1.1,0.5539,0.4344,0.1194,2,1,0,0,none,0.754,2,semi_urban
L007431,S0132,J008,v1.2,0.6233,0.5159,0.1074,5,0,0,0,none,0.415,2,semi_urban
L007432,S0031,J039,v1.2,0.1591,0.0859,0.0732,5,0,0,0,none,0.283,3,urban
L007436,S0289,J043,v1.1,0.2475,0.157,0.0904,3,0,0,0,none,0.452,1,urban
L007440,S0299,J009,v1.2,0.4536,0.4226,0.0309,1,0,0,0,none,0.31,2,semi_urban
L007443,S0116,J048,v1.2,0.142,0.0809,0.0611,4,0,0,0,none,0.263,3,urban
L007450,S0147,J037,v1.0,0.2278,0.2278,0.0,4,0,0,0,none,0.0,2,semi_urban
L007451,S0175,J021,v1.0,0.0473,0.0473,0.0,5,0,0,0,none,0.0,1,urban
L007460,S0263,J041,v1.1,0.7828,0.7216,0.0612,3,1,0,0,none,0.306,1,semi_urban
L007465,S0089,J032,v1.2,0.4115,0.3036,0.1079,2,0,0,0,none,0.681,2,rural
L007477,S0123,J043,v1.1,0.4852,0.4427,0.0425,3,0,0,0,none,0.213,2,urban
L007485,S0199,J003,v1.1,0.5611,0.5413,0.0198,3,0,0,0,none,0.099,2,semi_urban
L007489,S0075,J004,v1.2,0.9081,0.8789,0.0292,5,1,0,0,none,0.113,2,urban
L007492,S0032,J004,v1.0,0.6479,0.6479,0.0,5,0,0,0,none,0.0,2,semi_urban
L007498,S0275,J002,v1.2,0.7359,0.6506,0.0853,4,1,0,0,none,0.367,2,semi_urban
L007500,S0102,J044,v1.0,0.3758,0.3758,0.0,2,0,0,0,none,0.0,2,semi_urban
L007503,S0266,J025,v1.2,0.5034,0.4572,0.0461,5,0,0,0,none,0.179,2,semi_urban
L007526,S0102,J003,v1.1,0.7781,0.6471,0.131,3,1,0,0,none,0.655,2,semi_urban
L007532,S0165,J042,v1.1,0.5389,0.4473,0.0916,1,1,1,0,none,0.916,2,semi_urban
L007537,S0281,J003,v1.1,0.6106,0.4741,0.1365,2,0,0,0,none,0.861,1,semi_urban
L007538,S0196,J042,v1.0,0.8674,0.8674,0.0,5,0,0,1,false_positive,0.0,2,urban
L007546,S0210,J023,v1.2,0.5811,0.4752,0.1059,2,0,0,0,none,0.668,2,urban
L007554,S0118,J033,v1.0,0.5112,0.5112,0.0,5,0,0,0,none,0.0,2,urban
L007555,S0015,J017,v1.0,0.7334,0.7334,0.0,5,1,0,0,none,0.0,1,urban
L007563,S0002,J001,v1.1,0.4632,0.4195,0.0437,4,0,0,0,none,0.188,3,semi_urban
L007567,S0146,J020,v1.2,0.5694,0.4341,0.1353,3,0,0,0,none,0.677,2,rural
L007578,S0053,J004,v1.0,0.7187,0.7187,0.0,3,0,0,1,false_positive,0.0,2,semi_urban
L007586,S0041,J046,v1.2,0.669,0.6169,0.0521,2,0,0,0,none,0.329,3,rural
L007591,S0157,J041,v1.1,0.5579,0.4773,0.0806,3,0,0,0,none,0.403,2,urban
L007595,S0054,J014,v1.2,0.6192,0.5638,0.0553,3,0,0,0,none,0.277,3,urban
L007598,S0194,J023,v1.1,0.841,0.7704,0.0706,2,0,0,1,false_positive,0.445,1,semi_urban
L007606,S0189,J012,v1.0,0.4626,0.4626,0.0,5,0,0,0,none,0.0,2,semi_urban
L007609,S0112,J027,v1.1,0.2919,0.191,0.1009,3,0,0,0,none,0.504,2,urban
L007624,S0011,J004,v1.2,0.671,0.6068,0.0641,4,0,0,0,none,0.276,3,urban
L007642,S0074,J002,v1.1,0.5816,0.4617,0.1199,4,0,0,0,none,0.516,1,urban
L007644,S0090,J008,v1.1,0.578,0.4848,0.0932,2,0,0,0,none,0.588,1,semi_urban
L007648,S0133,J007,v1.0,0.568,0.568,0.0,2,0,0,0,none,0.0,2,rural
L007657,S0038,J008,v1.1,0.2345,0.1451,0.0894,5,0,0,0,none,0.346,1,urban
L007679,S0031,J011,v1.1,0.1298,0.0466,0.0832,4,0,0,0,none,0.358,3,urban
L007681,S0069,J030,v1.1,0.3472,0.2686,0.0786,1,0,0,0,none,0.786,2,rural
L007688,S0238,J039,v1.2,0.5571,0.4808,0.0763,4,0,0,0,none,0.329,1,urban
L007690,S0175,J010,v1.2,0.4274,0.3371,0.0903,1,0,0,0,none,0.903,1,urban
L007700,S0289,J046,v1.1,0.5097,0.4095,0.1002,2,0,0,0,none,0.632,1,urban
L007703,S0149,J029,v1.0,0.5584,0.5584,0.0,1,0,0,0,none,0.0,1,semi_urban
L007707,S0231,J004,v1.1,0.543,0.432,0.1111,4,0,0,0,none,0.478,2,semi_urban
L007712,S0283,J029,v1.0,0.2738,0.2738,0.0,1,1,1,1,false_negative,0.0,1,urban
L007714,S0179,J040,v1.1,0.5821,0.4873,0.0948,1,0,0,0,none,0.948,3,urban
L007735,S0154,J019,v1.1,0.8142,0.702,0.1123,1,1,1,0,none,1.122,1,urban
L007740,S0097,J029,v1.2,0.6506,0.5424,0.1081,4,1,0,0,none,0.466,1,urban
L007741,S0217,J036,v1.1,0.456,0.3469,0.1091,3,0,0,0,none,0.546,1,semi_urban
L007745,S0200,J040,v1.1,0.6285,0.5948,0.0337,1,0,0,0,none,0.337,3,semi_urban
L007746,S0200,J038,v1.0,0.6526,0.6526,0.0,1,1,0,0,none,0.0,3,semi_urban
L007760,S0260,J013,v1.0,0.6321,0.6321,0.0,3,1,0,0,none,0.0,1,urban
L007761,S0261,J007,v1.0,0.9782,0.9782,0.0,1,1,0,0,none,0.0,3,urban
L007763,S0215,J037,v1.2,0.5459,0.4313,0.1146,1,1,0,0,none,1.146,3,urban
L007774,S0251,J047,v1.2,0.5208,0.4363,0.0845,2,0,0,0,none,0.533,3,urban
L007778,S0077,J033,v1.1,0.6732,0.621,0.0522,2,0,0,0,none,0.329,2,urban
L007779,S0154,J027,v1.2,0.5581,0.5143,0.0438,3,1,1,0,none,0.219,1,urban
L007786,S0283,J018,v1.1,0.4547,0.3308,0.1239,5,0,0,0,none,0.479,1,urban
L007790,S0263,J047,v1.1,0.675,0.6011,0.074,1,1,0,0,none,0.739,1,semi_urban
L007792,S0278,J021,v1.1,0.1717,0.1141,0.0576,4,0,0,0,none,0.248,3,rural
L007794,S0070,J044,v1.2,0.0798,0.032,0.0478,1,0,0,0,none,0.478,1,semi_urban
L007801,S0036,J025,v1.1,0.5847,0.5666,0.0182,1,0,0,0,none,0.181,1,urban
L007804,S0200,J027,v1.1,0.5403,0.4595,0.0809,2,1,0,0,none,0.51,3,semi_urban
L007806,S0282,J049,v1.2,0.8003,0.7516,0.0488,3,1,0,0,none,0.243,1,urban
L007807,S0273,J042,v1.1,0.5526,0.4692,0.0833,4,0,0,0,none,0.359,2,semi_urban
L007820,S0256,J047,v1.2,0.5124,0.4169,0.0955,3,0,0,0,none,0.477,3,urban
L007828,S0221,J026,v1.2,0.7074,0.6434,0.064,3,0,0,1,false_positive,0.32,2,urban
L007832,S0127,J005,v1.1,0.6389,0.5594,0.0795,4,0,0,0,none,0.342,1,rural
L007845,S0294,J001,v1.2,0.2982,0.2245,0.0736,4,0,0,0,none,0.317,3,urban
L007847,S0294,J015,v1.2,0.4368,0.3674,0.0694,4,0,0,0,none,0.299,3,urban
L007848,S0132,J025,v1.2,0.6545,0.5564,0.098,5,0,0,0,none,0.38,2,semi_urban
L007853,S0148,J037,v1.1,0.6458,0.5837,0.0621,1,0,0,0,none,0.621,2,urban
L007859,S0146,J007,v1.2,0.4518,0.4159,0.0359,2,0,0,0,none,0.227,2,rural
L007879,S0149,J022,v1.2,0.6218,0.5347,0.0871,2,0,0,0,none,0.55,1,semi_urban
L007881,S0223,J009,v1.1,0.444,0.3763,0.0677,3,0,0,0,none,0.338,3,semi_urban
L007885,S0290,J000,v1.2,0.7531,0.655,0.0982,5,0,0,1,false_positive,0.38,3,rural
L007888,S0044,J046,v1.2,0.8058,0.7057,0.1001,2,1,0,0,none,0.632,3,semi_urban
L007894,S0110,J029,v1.2,0.6926,0.6668,0.0259,2,0,0,0,none,0.163,2,semi_urban
L007902,S0168,J029,v1.0,0.5861,0.5861,0.0,2,0,0,0,none,0.0,2,urban
L007911,S0062,J047,v1.1,0.5105,0.4827,0.0278,3,1,0,0,none,0.139,2,urban
L007912,S0032,J042,v1.1,0.7881,0.7136,0.0745,1,1,1,0,none,0.745,2,semi_urban
L007923,S0151,J042,v1.1,0.5659,0.486,0.0798,2,0,0,0,none,0.504,3,rural
L007925,S0271,J008,v1.2,0.3488,0.2391,0.1097,5,0,0,0,none,0.424,1,rural
L007927,S0280,J039,v1.1,0.5606,0.4992,0.0614,2,1,1,0,none,0.387,1,urban
L007928,S0103,J033,v1.2,0.7283,0.6495,0.0788,3,0,0,1,false_positive,0.394,3,urban
L007945,S0039,J026,v1.0,0.6558,0.6558,0.0,2,1,1,0,none,0.0,2,rural
L007948,S0176,J045,v1.2,0.6556,0.6094,0.0462,1,0,0,0,none,0.462,2,urban
L007956,S0059,J000,v1.2,0.5363,0.4137,0.1225,3,0,0,0,none,0.613,1,semi_urban
L007960,S0195,J008,v1.2,0.4702,0.4489,0.0213,5,0,0,0,none,0.082,1,semi_urban
L007965,S0234,J030,v1.2,0.2709,0.1359,0.135,2,0,0,0,none,0.852,3,urban
L007971,S0012,J028,v1.2,0.9793,0.8985,0.0809,5,1,1,0,none,0.313,2,urban
L007982,S0041,J002,v1.1,0.4486,0.4157,0.0329,1,1,0,0,none,0.329,3,rural
L007984,S0080,J036,v1.1,0.5573,0.5339,0.0234,5,0,0,0,none,0.091,2,semi_urban
L007992,S0020,J029,v1.2,0.4755,0.4115,0.0641,2,0,0,0,none,0.404,3,rural
